PARTKEY,NAME,MFGR,BRAND,TYPE,SIZE,CONTAINER,RETAILPRICE,COMMENT
7542,violet lace deep burnished cream,Manufacturer#3,Brand#35,ECONOMY BRUSHED NICKEL,1,SM BOX,1449.54,kly iro
7539,puff peach grey frosted thistle,Manufacturer#2,Brand#23,STANDARD POLISHED BRASS,1,LG PACK,1446.53,osits abou
1543,drab orchid misty puff lace,Manufacturer#4,Brand#45,STANDARD BURNISHED NICKEL,1,WRAP DRUM,1444.54, are slyly; q
7532,snow royal burnished peach orchid,Manufacturer#1,Brand#15,SMALL ANODIZED STEEL,1,WRAP CAN,1439.53,d accounts. furiously 
19519,tan purple chocolate sienna royal,Manufacturer#4,Brand#41,SMALL BRUSHED TIN,1,WRAP CAN,1438.51,tegrate carefully car
13524,indian cyan slate spring lace,Manufacturer#2,Brand#21,SMALL POLISHED BRASS,1,SM CASE,1437.52,y unusual foxes. bli
17516,aquamarine dim peach lace wheat,Manufacturer#5,Brand#53,MEDIUM PLATED NICKEL,1,MED CASE,1433.51,ts dazzle reg
1528,magenta chiffon indian almond green,Manufacturer#1,Brand#13,STANDARD POLISHED TIN,1,JUMBO CASE,1429.52,es cajole idly u
18509,deep misty rosy puff firebrick,Manufacturer#2,Brand#25,PROMO BURNISHED BRASS,1,SM BOX,1427.50,ccounts wake. slyly e
13510,sky rosy ghost antique medium,Manufacturer#4,Brand#44,LARGE POLISHED TIN,1,LG JAR,1423.51,ainst t
15508,snow ivory drab blush olive,Manufacturer#3,Brand#32,STANDARD BURNISHED NICKEL,1,SM BAG,1423.50,ironic deposits.
4510,cornsilk green red salmon ivory,Manufacturer#5,Brand#51,LARGE BRUSHED TIN,1,JUMBO JAR,1414.51,kages affix
14498,papaya wheat maroon sandy violet,Manufacturer#5,Brand#55,ECONOMY POLISHED COPPER,1,JUMBO CASE,1412.49,sts. u
1510,navajo mint peru snow ghost,Manufacturer#1,Brand#11,STANDARD POLISHED TIN,1,LG DRUM,1411.51,its. quickl
5506,black pale purple lace green,Manufacturer#3,Brand#31,SMALL BRUSHED NICKEL,1,WRAP PKG,1411.50,old r
6503,royal almond papaya gainsboro orchid,Manufacturer#4,Brand#42,SMALL BRUSHED NICKEL,1,MED CASE,1409.50, deposits cajole furio
3505,blush yellow moccasin sky grey,Manufacturer#5,Brand#55,LARGE BRUSHED TIN,1,JUMBO DRUM,1408.50,ully blithely silent 
6500,antique deep almond black aquamarine,Manufacturer#2,Brand#23,ECONOMY ANODIZED STEEL,1,WRAP DRUM,1406.50,detect slyly
16489,burlywood lace cyan turquoise frosted,Manufacturer#2,Brand#23,PROMO POLISHED TIN,1,WRAP JAR,1405.48,y. fluffily regul
18483,floral midnight blue snow sandy,Manufacturer#2,Brand#23,ECONOMY PLATED COPPER,1,JUMBO DRUM,1401.48,tegrate 
4495,medium sienna spring blush light,Manufacturer#3,Brand#32,PROMO BURNISHED BRASS,1,WRAP BOX,1399.49,cajole
18481,chiffon antique red peach sienna,Manufacturer#3,Brand#35,SMALL POLISHED STEEL,1,SM BOX,1399.48,usly bold the
497,hot powder dim cream metallic,Manufacturer#2,Brand#25,PROMO PLATED TIN,1,SM CAN,1397.49,l accounts sl
14482,azure antique rosy mint seashell,Manufacturer#1,Brand#13,LARGE ANODIZED NICKEL,1,WRAP BAG,1396.48,kly slyly
8487,hot slate cornflower navy ivory,Manufacturer#1,Brand#12,SMALL PLATED TIN,1,MED JAR,1395.48,the furiously pend
10482,pale coral lace peru mint,Manufacturer#1,Brand#13,MEDIUM BURNISHED COPPER,1,JUMBO PKG,1392.48,s unusual 
17475,indian goldenrod grey green aquamarine,Manufacturer#1,Brand#13,LARGE ANODIZED BRASS,1,SM JAR,1392.47,e fluffily among the 
6484,smoke drab peach pale misty,Manufacturer#2,Brand#25,PROMO PLATED COPPER,1,WRAP BAG,1390.48,w slyly pendi
13477,yellow pale dark green midnight,Manufacturer#5,Brand#51,SMALL POLISHED NICKEL,1,JUMBO BOX,1390.47,inal foxes play blith
18472,plum almond salmon bisque sky,Manufacturer#1,Brand#12,MEDIUM ANODIZED STEEL,1,LG JAR,1390.47,ically. regular 
16472,almond chartreuse purple puff wheat,Manufacturer#1,Brand#15,MEDIUM ANODIZED COPPER,1,WRAP BOX,1388.47,hely e
5479,chiffon peach blue magenta pink,Manufacturer#2,Brand#25,MEDIUM PLATED TIN,1,WRAP CAN,1384.47,y blithe foxes
16467,steel hot moccasin metallic navy,Manufacturer#2,Brand#25,MEDIUM PLATED COPPER,1,WRAP CAN,1383.46,- express 
19464,olive tomato peach royal cyan,Manufacturer#2,Brand#22,STANDARD BURNISHED STEEL,1,WRAP PACK,1383.46,gularly
14468,ghost orchid coral beige cream,Manufacturer#4,Brand#42,SMALL ANODIZED BRASS,1,JUMBO JAR,1382.46,unusual deposits above
4477,pale rosy tan indian beige,Manufacturer#5,Brand#54,PROMO POLISHED STEEL,1,WRAP CASE,1381.47,e blithely slyly spe
6468,grey honeydew cornsilk light firebrick,Manufacturer#1,Brand#15,SMALL ANODIZED BRASS,1,JUMBO CASE,1374.46, regular a
16454,deep drab grey peru metallic,Manufacturer#5,Brand#55,STANDARD ANODIZED COPPER,1,LG PACK,1370.45,uriously. final
12455,drab saddle slate snow almond,Manufacturer#2,Brand#25,LARGE BRUSHED COPPER,1,LG BOX,1367.45,deposits are 
18449,tan brown sienna dim lawn,Manufacturer#2,Brand#21,LARGE POLISHED NICKEL,1,MED DRUM,1367.44,ithely final
13453,peru dark blanched seashell sky,Manufacturer#3,Brand#35,SMALL POLISHED TIN,1,WRAP DRUM,1366.45,should us
14450,violet peach indian dim firebrick,Manufacturer#2,Brand#24,SMALL POLISHED NICKEL,1,WRAP DRUM,1364.45,e slyly unusual a
2460,metallic violet dark puff almond,Manufacturer#5,Brand#54,LARGE ANODIZED BRASS,1,JUMBO JAR,1362.46,accounts. stealthy
11450,hot ghost magenta coral cyan,Manufacturer#3,Brand#31,STANDARD POLISHED TIN,1,MED JAR,1361.45,s sleep. 
8451,drab medium blue cream firebrick,Manufacturer#1,Brand#11,SMALL BRUSHED BRASS,1,JUMBO PKG,1359.45,special deposits. r
1450,floral violet saddle dark blue,Manufacturer#5,Brand#51,SMALL BRUSHED COPPER,1,WRAP PKG,1351.45,mptotes are. deposits
5441,sky burnished blanched moccasin papaya,Manufacturer#1,Brand#14,PROMO BRUSHED TIN,1,SM PACK,1346.44,dolites sublat
9436,steel navy cornsilk olive saddle,Manufacturer#1,Brand#15,ECONOMY BRUSHED COPPER,1,LG CAN,1345.43,y regular ideas. i
10435,orange metallic orchid dark peru,Manufacturer#4,Brand#41,ECONOMY BURNISHED NICKEL,1,WRAP PACK,1345.43,ss pinto bea
16429,cyan snow sienna antique goldenrod,Manufacturer#2,Brand#21,STANDARD POLISHED COPPER,1,SM CAN,1345.42,ly regular c
12411,magenta spring lace mint khaki,Manufacturer#2,Brand#21,LARGE PLATED BRASS,1,MED PACK,1323.41,y along
17405,dodger peach medium dark floral,Manufacturer#2,Brand#21,SMALL ANODIZED TIN,1,SM DRUM,1322.40,e slyly ir
1420,seashell steel lace lemon purple,Manufacturer#1,Brand#13,MEDIUM BURNISHED NICKEL,1,LG PACK,1321.42,he asymptotes. regula
2418,midnight lace smoke cream lavender,Manufacturer#1,Brand#15,LARGE PLATED BRASS,1,JUMBO PKG,1320.41,r platelets ar
8411,drab steel blanched chocolate red,Manufacturer#5,Brand#55,MEDIUM BURNISHED NICKEL,1,LG BAG,1319.41,ly silent depos
8405,cream papaya maroon floral antique,Manufacturer#4,Brand#44,ECONOMY POLISHED NICKEL,1,JUMBO DRUM,1313.40,ments x-ra
14399,thistle dodger chocolate medium hot,Manufacturer#1,Brand#13,PROMO POLISHED BRASS,1,JUMBO JAR,1313.39,fluffi
12400,purple antique rosy chiffon violet,Manufacturer#2,Brand#25,PROMO POLISHED TIN,1,MED BOX,1312.40,lar acco
18391,maroon pale tomato moccasin firebrick,Manufacturer#4,Brand#43,MEDIUM BURNISHED BRASS,1,JUMBO CASE,1309.39,sits nod blithely
5403,orange hot red coral royal,Manufacturer#3,Brand#35,MEDIUM BRUSHED TIN,1,WRAP JAR,1308.40, special 
18388,sienna lavender chocolate smoke cyan,Manufacturer#2,Brand#22,LARGE BRUSHED STEEL,1,MED CAN,1306.38,pending
2399,rose orange olive dark aquamarine,Manufacturer#4,Brand#43,STANDARD BRUSHED NICKEL,1,SM DRUM,1301.39,t carefully. bravel
6391,rosy powder yellow linen cyan,Manufacturer#2,Brand#25,LARGE BURNISHED COPPER,1,LG DRUM,1297.39,unusua
18378,slate goldenrod yellow drab orange,Manufacturer#2,Brand#22,SMALL ANODIZED NICKEL,1,JUMBO BOX,1296.37,express asymptotes 
16375,cyan indian sandy smoke black,Manufacturer#5,Brand#54,SMALL PLATED STEEL,1,JUMBO PKG,1291.37,gh the slyly silent d
10375,deep orchid peach burlywood pale,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,1,WRAP PKG,1285.37,le. even instructions
12371,cyan lavender gainsboro ivory burnished,Manufacturer#1,Brand#15,STANDARD ANODIZED TIN,1,SM PACK,1283.37,uctions. carefully r
8374,rosy forest lace smoke deep,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,1,JUMBO BOX,1282.37,ckly above the 
11369,spring plum sandy smoke ivory,Manufacturer#2,Brand#22,STANDARD BRUSHED BRASS,1,MED CAN,1280.36,after the slyly 
9368,antique deep white blush khaki,Manufacturer#3,Brand#32,LARGE BRUSHED STEEL,1,WRAP BAG,1277.36,rding to 
4371,gainsboro lawn hot azure navy,Manufacturer#1,Brand#11,LARGE BRUSHED BRASS,1,LG PACK,1275.37, against th
7368,dim rose cornflower papaya powder,Manufacturer#1,Brand#11,MEDIUM ANODIZED NICKEL,1,SM JAR,1275.36, the even accoun
7367,sandy dodger black blue ivory,Manufacturer#2,Brand#23,MEDIUM PLATED COPPER,1,SM BAG,1274.36,sleep bli
17356,violet mint sandy blue dark,Manufacturer#1,Brand#14,PROMO BURNISHED COPPER,1,WRAP CAN,1273.35,haggle
9360,ghost rose orchid sienna chartreuse,Manufacturer#5,Brand#54,SMALL BURNISHED TIN,1,MED PACK,1269.36,iously pin
4361,black sienna ivory plum indian,Manufacturer#5,Brand#52,STANDARD POLISHED COPPER,1,LG JAR,1265.36,uctions sleep busi
17348,snow seashell peach khaki papaya,Manufacturer#3,Brand#32,SMALL ANODIZED NICKEL,1,MED PKG,1265.34,ons bel
13351,cyan salmon smoke medium sky,Manufacturer#5,Brand#51,SMALL BRUSHED COPPER,1,LG BAG,1264.35,ts cajole about 
2357,yellow smoke firebrick chiffon rosy,Manufacturer#2,Brand#23,LARGE BURNISHED NICKEL,1,SM DRUM,1259.35,beans are along the ev
12344,blanched burlywood slate moccasin goldenrod,Manufacturer#2,Brand#24,LARGE PLATED STEEL,1,LG BOX,1256.34,nding, iro
9344,dim rose sky misty deep,Manufacturer#1,Brand#13,LARGE BURNISHED BRASS,1,MED BOX,1253.34, across the
11337,lime black chocolate aquamarine ghost,Manufacturer#1,Brand#14,MEDIUM POLISHED COPPER,1,JUMBO CAN,1248.33, packages cajole fluf
19328,drab powder linen olive navajo,Manufacturer#4,Brand#42,STANDARD PLATED TIN,1,SM DRUM,1247.32,e slyly regular, re
16326,slate bisque rosy smoke white,Manufacturer#3,Brand#32,LARGE ANODIZED BRASS,1,SM PACK,1242.32,ly pe
333,chocolate tomato light chartreuse orange,Manufacturer#2,Brand#21,ECONOMY POLISHED COPPER,1,LG DRUM,1233.33,accordi
1330,pale tan lavender powder cornflower,Manufacturer#3,Brand#31,SMALL BURNISHED COPPER,1,JUMBO PKG,1231.33,ding to t
3328,tomato chiffon forest white royal,Manufacturer#2,Brand#25,PROMO BURNISHED TIN,1,SM PKG,1231.32,ual asymptotes w
2325,olive cyan peru royal misty,Manufacturer#5,Brand#54,PROMO POLISHED COPPER,1,MED DRUM,1227.32,usly final acco
3321,cyan indian drab burnished khaki,Manufacturer#1,Brand#14,MEDIUM BURNISHED COPPER,1,MED PACK,1224.32,accounts. quickly e
9311,lavender chartreuse gainsboro antique chocolate,Manufacturer#2,Brand#21,ECONOMY POLISHED BRASS,1,SM PKG,1220.31,the ca
19301,snow coral sienna dodger maroon,Manufacturer#1,Brand#12,ECONOMY BRUSHED TIN,1,LG PKG,1220.30,ss packages.
11307,navy chiffon peru smoke pink,Manufacturer#1,Brand#14,SMALL BRUSHED STEEL,1,LG BOX,1218.30, according to
17300,forest sky light violet chartreuse,Manufacturer#3,Brand#31,MEDIUM BRUSHED STEEL,1,WRAP PKG,1217.30,ickly even 
3309,mint hot papaya sienna grey,Manufacturer#2,Brand#22,LARGE ANODIZED BRASS,1,LG BOX,1212.30,ly even realms. 
3305,steel floral metallic red sky,Manufacturer#1,Brand#13,LARGE BURNISHED TIN,1,JUMBO BOX,1208.30, reques
19288,cream blue rosy almond blush,Manufacturer#3,Brand#33,LARGE PLATED STEEL,1,WRAP CAN,1207.28,sly regular dep
16290,gainsboro blush navy chocolate blue,Manufacturer#1,Brand#14,PROMO PLATED BRASS,1,LG PACK,1206.29,ithely idl
300,light goldenrod green lime papaya,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,1,WRAP PACK,1200.30,tructions int
7292,navajo rosy forest blush lime,Manufacturer#1,Brand#14,STANDARD BRUSHED COPPER,1,SM BAG,1199.29,lms print never am
8288,plum yellow wheat cyan mint,Manufacturer#2,Brand#24,SMALL BURNISHED STEEL,1,JUMBO BAG,1196.28,es. carefully bold th
9287,slate light seashell firebrick pale,Manufacturer#4,Brand#41,LARGE PLATED TIN,1,WRAP BOX,1196.28,equests. ironic warho
6285,steel plum mint purple green,Manufacturer#2,Brand#23,STANDARD PLATED STEEL,1,MED PKG,1191.28,nder 
16272,drab pale misty lawn purple,Manufacturer#3,Brand#32,MEDIUM POLISHED BRASS,1,WRAP CAN,1188.27,ld instr
12275,hot puff honeydew ghost red,Manufacturer#5,Brand#52,LARGE BURNISHED COPPER,1,WRAP PKG,1187.27,truction
286,chocolate cornsilk goldenrod violet puff,Manufacturer#5,Brand#53,MEDIUM POLISHED TIN,1,WRAP CASE,1186.28, foxes. regular, fi
6280,azure antique thistle dark pink,Manufacturer#1,Brand#11,LARGE ANODIZED COPPER,1,MED CASE,1186.28,he regular, regu
14271,metallic chartreuse ghost puff rose,Manufacturer#3,Brand#34,LARGE BURNISHED STEEL,1,MED CAN,1185.27, slyl
4277,sienna red blanched floral dark,Manufacturer#1,Brand#11,STANDARD POLISHED TIN,1,SM BOX,1181.27,old, re
15264,navajo dark turquoise black blanched,Manufacturer#3,Brand#32,SMALL BRUSHED STEEL,1,MED PKG,1179.26,al accounts
3273,bisque chiffon burlywood beige turquoise,Manufacturer#5,Brand#51,SMALL BURNISHED TIN,1,JUMBO BOX,1176.27, regular ac
12263,powder seashell black grey maroon,Manufacturer#1,Brand#12,ECONOMY PLATED TIN,1,WRAP DRUM,1175.26,lar plate
5269,lace rosy midnight lawn light,Manufacturer#4,Brand#44,STANDARD BURNISHED TIN,1,SM PKG,1174.26,pecial packages. fu
8266,pink midnight royal goldenrod lemon,Manufacturer#4,Brand#44,SMALL BRUSHED STEEL,1,LG CAN,1174.26,olites. 
11262,azure cyan sandy green misty,Manufacturer#1,Brand#13,ECONOMY ANODIZED NICKEL,1,MED PACK,1173.26, the ir
15258,mint brown light drab lace,Manufacturer#1,Brand#13,PROMO POLISHED NICKEL,1,WRAP DRUM,1173.25, asymptotes. express, 
6264,khaki ghost azure antique red,Manufacturer#2,Brand#21,ECONOMY POLISHED TIN,1,WRAP PKG,1170.26,heodolite
7259,peach lemon blanched saddle burlywood,Manufacturer#2,Brand#21,ECONOMY PLATED STEEL,1,LG PKG,1166.25,in. furiously 
10251,lawn midnight sky floral pale,Manufacturer#1,Brand#11,LARGE BURNISHED BRASS,1,SM CAN,1161.25,ss deposits.
1257,misty moccasin yellow gainsboro lavender,Manufacturer#5,Brand#52,MEDIUM BURNISHED BRASS,1,SM BAG,1158.25,accounts sleep quickly
1255,cornflower hot red aquamarine powder,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,1,WRAP BOX,1156.25, somas wa
13242,cream saddle metallic aquamarine orange,Manufacturer#5,Brand#54,LARGE POLISHED NICKEL,1,WRAP PKG,1155.24,regular r
5249,steel navajo coral ghost light,Manufacturer#5,Brand#53,LARGE ANODIZED STEEL,1,WRAP PKG,1154.24,nto beans boost
14239,papaya peach lawn burnished white,Manufacturer#3,Brand#35,STANDARD ANODIZED NICKEL,1,JUMBO CASE,1153.23,sly final in
18234,lime mint dodger gainsboro goldenrod,Manufacturer#2,Brand#24,ECONOMY BURNISHED NICKEL,1,SM BAG,1152.23,symptotes bo
5246,cyan blue tomato magenta bisque,Manufacturer#4,Brand#45,STANDARD POLISHED NICKEL,1,JUMBO BOX,1151.24,quests h
1249,bisque deep cornsilk honeydew tomato,Manufacturer#3,Brand#35,STANDARD ANODIZED COPPER,1,WRAP CASE,1150.24,lar requ
7243,ghost rosy cornflower blue wheat,Manufacturer#1,Brand#13,ECONOMY ANODIZED TIN,1,WRAP BOX,1150.24,ss instructions: i
6243,royal blush forest papaya navajo,Manufacturer#5,Brand#53,SMALL POLISHED TIN,1,SM CASE,1149.24,he express, reg
11238,puff aquamarine maroon ghost saddle,Manufacturer#4,Brand#44,STANDARD BURNISHED TIN,1,LG BOX,1149.23,final, express request
19227,moccasin brown metallic grey peru,Manufacturer#2,Brand#22,STANDARD PLATED BRASS,1,LG CASE,1146.22,ng to the final, fin
12232,blue peach coral tan frosted,Manufacturer#4,Brand#44,STANDARD PLATED STEEL,1,JUMBO CASE,1144.23,sleep
9234,tomato spring ivory moccasin chiffon,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,1,SM JAR,1143.23, haggle 
11230,dark ghost hot dim beige,Manufacturer#4,Brand#44,ECONOMY BURNISHED NICKEL,1,JUMBO PKG,1141.23,le regular th
240,rose beige magenta coral sandy,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,1,LG CAN,1140.24,ructions.
13226,bisque tan firebrick snow steel,Manufacturer#5,Brand#52,STANDARD POLISHED BRASS,1,SM BOX,1139.22,to the slyly i
9228,light deep pale forest sienna,Manufacturer#5,Brand#54,LARGE ANODIZED TIN,1,WRAP CASE,1137.22,ions cajole f
8228,turquoise peru powder plum peach,Manufacturer#3,Brand#32,LARGE POLISHED STEEL,1,WRAP PACK,1136.22,accounts. slyly b
16219,olive chocolate salmon azure blush,Manufacturer#5,Brand#53,PROMO BRUSHED TIN,1,LG BAG,1135.21,quick
19212,cornsilk medium tomato drab deep,Manufacturer#3,Brand#33,MEDIUM PLATED COPPER,1,SM JAR,1131.21,st dogg
5220,pink navy rose goldenrod khaki,Manufacturer#4,Brand#42,PROMO POLISHED TIN,1,SM JAR,1125.22,regul
14210,rosy ghost navy dim deep,Manufacturer#2,Brand#24,STANDARD PLATED NICKEL,1,JUMBO PACK,1124.21,ackages
8210,dim navajo misty midnight sandy,Manufacturer#2,Brand#22,STANDARD ANODIZED BRASS,1,SM JAR,1118.21,fily final attainme
5211,blanched violet peru hot deep,Manufacturer#1,Brand#11,ECONOMY BRUSHED COPPER,1,MED PACK,1116.21,e requests d
12204,cyan khaki aquamarine chartreuse grey,Manufacturer#5,Brand#51,SMALL PLATED COPPER,1,JUMBO DRUM,1116.20,around the sl
14200,forest thistle black grey ghost,Manufacturer#3,Brand#31,PROMO PLATED STEEL,1,MED DRUM,1114.20,each blithe
8205,violet lime mint black white,Manufacturer#4,Brand#42,LARGE PLATED TIN,1,MED BAG,1113.20,posits? fluff
4204,almond ghost blush cornflower rose,Manufacturer#4,Brand#44,STANDARD ANODIZED STEEL,1,SM PACK,1108.20,riously 
4203,cream sandy goldenrod deep seashell,Manufacturer#2,Brand#24,ECONOMY ANODIZED NICKEL,1,JUMBO PKG,1107.20,of the carefu
16190,cornsilk brown rosy moccasin powder,Manufacturer#3,Brand#33,PROMO BRUSHED STEEL,1,MED PKG,1106.19, the regular, final 
10195,floral yellow medium seashell goldenrod,Manufacturer#3,Brand#31,STANDARD BURNISHED COPPER,1,LG CASE,1105.19,. even, final 
9195,lavender green brown linen dark,Manufacturer#4,Brand#43,PROMO ANODIZED BRASS,1,SM CASE,1104.19,p slyly express dep
1199,rosy dim light misty rose,Manufacturer#1,Brand#12,LARGE ANODIZED BRASS,1,LG PKG,1100.19,ong the q
15184,slate orchid red goldenrod misty,Manufacturer#2,Brand#21,MEDIUM BRUSHED STEEL,1,MED PACK,1099.18,counts
6192,frosted medium mint light drab,Manufacturer#5,Brand#52,PROMO POLISHED BRASS,1,MED PACK,1098.19,s. express pl
14177,lawn lime navajo wheat burlywood,Manufacturer#2,Brand#24,STANDARD BURNISHED STEEL,1,JUMBO BOX,1091.17,. even, 
3187,coral tomato navajo turquoise beige,Manufacturer#3,Brand#34,SMALL POLISHED NICKEL,1,SM DRUM,1090.18,press
12177,purple salmon antique indian saddle,Manufacturer#5,Brand#53,MEDIUM BRUSHED BRASS,1,SM CASE,1089.17,ls. f
7181,lace orange magenta goldenrod sky,Manufacturer#5,Brand#53,ECONOMY BURNISHED NICKEL,1,WRAP CASE,1088.18,encies. slyly 
13168,burlywood midnight sienna aquamarine navy,Manufacturer#2,Brand#22,ECONOMY PLATED NICKEL,1,SM BOX,1081.16,ccording to the carefu
19162,tomato lime navajo azure blush,Manufacturer#1,Brand#15,LARGE BURNISHED TIN,1,MED BAG,1081.16,ss theodoli
19155,turquoise metallic blush rosy smoke,Manufacturer#1,Brand#14,ECONOMY PLATED TIN,1,SM JAR,1074.15, furio
18154,ivory firebrick drab slate metallic,Manufacturer#3,Brand#35,STANDARD POLISHED STEEL,1,LG CASE,1072.15,ss the blithely bo
19152,medium peru navajo metallic firebrick,Manufacturer#5,Brand#55,ECONOMY BRUSHED TIN,1,WRAP JAR,1071.15,l requests boost 
18152,white tan rose violet navy,Manufacturer#2,Brand#22,ECONOMY BURNISHED STEEL,1,MED DRUM,1070.15,ully final pla
6163,linen ghost dodger drab burlywood,Manufacturer#1,Brand#11,MEDIUM BURNISHED TIN,1,WRAP BOX,1069.16,t, final foxes cajo
13148,honeydew plum turquoise moccasin sandy,Manufacturer#3,Brand#33,LARGE BURNISHED BRASS,1,SM BOX,1061.14,pending
4156,sky olive navajo blue midnight,Manufacturer#2,Brand#24,SMALL BRUSHED BRASS,1,MED DRUM,1060.15, integrate carefull
6154,lavender metallic black chiffon orchid,Manufacturer#5,Brand#54,PROMO PLATED BRASS,1,LG DRUM,1060.15,ss, express accoun
1157,chartreuse lawn peru peach cornflower,Manufacturer#2,Brand#21,SMALL ANODIZED STEEL,1,JUMBO PKG,1058.15,uctions use blithely
10147,magenta peach blush turquoise cornsilk,Manufacturer#3,Brand#34,ECONOMY BRUSHED NICKEL,1,SM DRUM,1057.14,ar depen
154,peru moccasin peach pale spring,Manufacturer#1,Brand#11,ECONOMY ANODIZED TIN,1,JUMBO BAG,1054.15,posits 
15138,burlywood purple cream lime cyan,Manufacturer#2,Brand#21,LARGE PLATED BRASS,1,JUMBO PKG,1053.13, wake blithely. slyl
9139,lawn antique orange frosted thistle,Manufacturer#5,Brand#52,SMALL PLATED STEEL,1,LG CAN,1048.13,the qu
9137,purple pink sky midnight tomato,Manufacturer#1,Brand#13,STANDARD BURNISHED TIN,1,MED JAR,1046.13,o beans. qu
2142,peach metallic puff light plum,Manufacturer#1,Brand#13,SMALL POLISHED BRASS,1,WRAP JAR,1044.14,al in
4140,cyan thistle magenta rosy chartreuse,Manufacturer#2,Brand#24,SMALL BURNISHED STEEL,1,LG PACK,1044.14,egular packages. fur
2141,wheat aquamarine grey olive blue,Manufacturer#4,Brand#43,PROMO BURNISHED STEEL,1,MED PACK,1043.14,ly after th
10130,saddle salmon floral light deep,Manufacturer#4,Brand#42,ECONOMY POLISHED STEEL,1,MED PACK,1040.13,ent theo
14125,bisque blue snow metallic spring,Manufacturer#5,Brand#53,STANDARD ANODIZED TIN,1,WRAP BOX,1039.12, ideas. carefu
